"Ad name",Age,Gender,"Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.9,2025-03-11,-,-,-,31,29.032258,,,,,0,0,0,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,10.98,2025-03-11,-,-,-,197,55.736041,,,,,12,6.091371,0.915,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",45-54,male,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,25.925,"Using campaign budget",0,51.85,2025-03-11,-,-,-,868,59.735023,8,,6.48125,0.921659,56,6.451613,0.925893,,,2,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,25.925
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",45-54,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,7.99,2025-03-11,-,-,-,17,470,,,,,0,0,0,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",55-64,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,2.75,2025-03-11,-,-,-,37,74.324324,,,,,3,8.108108,0.916667,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",55-64,male,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,0,0,5.88333333,"Using campaign budget",0,17.65,2025-03-11,-,-,-,233,75.751073,3,,5.883333,1.287554,16,6.866953,1.103125,,,3,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,5.883333
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",65+,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,3.72,2025-03-11,-,-,-,37,100.540541,,,,,1,2.702703,3.72,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",65+,male,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,4.595,"Using campaign budget",0,9.19,2025-03-11,-,-,-,135,68.074074,1,,9.19,0.740741,9,6.666667,1.021111,,,2,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,4.595
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",65+,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.15,2025-03-11,-,-,-,4,37.5,,,,,0,0,0,,,,120217654424160517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654423960517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120217654424110517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",18-24,female,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,38.87,"Using campaign budget",0,38.87,2025-03-16,-,-,-,388,100.180412,1,,38.87,0.257732,11,2.835052,3.533636,,,1,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,38.87
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",18-24,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,51.8,"Using campaign budget",0,51.8,2025-03-16,-,-,-,814,63.636364,2,,25.9,0.2457,11,1.351351,4.709091,,,1,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,51.8
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.22,2025-03-16,-,-,-,6,203.333333,,,,,2,33.333333,0.61,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",25-34,female,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,93.47,"Using campaign budget",0,93.47,2025-03-16,-,-,-,198,472.070707,2,,46.735,1.010101,14,7.070707,6.676429,,,1,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,93.47
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",25-34,male,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,0,0,18.69333333,"Using campaign budget",0,56.08,2025-03-16,-,-,-,883,63.510759,3,,18.693333,0.339751,28,3.171008,2.002857,,,3,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,18.693333
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.07,2025-03-16,-,-,-,2,35,,,,,0,0,0,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,4.06,2025-03-16,-,-,-,18,225.555556,,,,,0,0,0,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",35-44,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,10.91,2025-03-16,-,-,-,144,75.763889,1,,10.91,0.694444,7,4.861111,1.558571,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.07,2025-03-16,-,-,-,2,35,,,,,0,0,0,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.35,2025-03-16,-,-,-,4,87.5,,,,,0,0,0,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",45-54,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,5.4,2025-03-16,-,-,-,44,122.727273,1,,5.4,2.272727,5,11.363636,1.08,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",55-64,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.41,2025-03-16,-,-,-,7,58.571429,,,,,0,0,0,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",65+,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.09,2025-03-16,-,-,-,2,45,,,,,0,0,0,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"‎Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎‎ - Copy",65+,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.01,2025-03-16,-,-,-,1,10,,,,,0,0,0,,,,120218094800820517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799370517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎ - Copy",120218094799770517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,26.7225,"Using campaign budget",0,106.89,2025-03-31,-,-,-,2309,46.292767,7,,15.27,0.303162,52,2.252057,2.055577,,,4,120218720201700517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720200830517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720201670517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,26.7225
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",7,actions:onsite_conversion.messaging_conversation_started_7d,0,0,27.67285714,"Using campaign budget",0,193.71,2025-03-31,-,-,-,5022,38.572282,10,,19.371,0.199124,136,2.708084,1.424338,,,7,120218720201700517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720200830517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720201670517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,27.672857
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.63,2025-03-31,-,-,-,31,52.580645,,,,,1,3.225806,1.63,,,,120218720201700517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720200830517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720201670517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,0,0,34.63333333,"Using campaign budget",0,103.9,2025-03-31,-,-,-,2071,50.169,7,,14.842857,0.338001,70,3.38001,1.484286,,,3,120218720201700517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720200830517,"Post: ‎""‎📢 خصم 50% على أقوى الكورسات الهندسية بمناسبة رمضان! 🎉‎""‎",120218720201670517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,34.633333
