"Ad name",Age,Gender,"Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.01,2024-03-21,-,-,-,4,2.5,,,,,0,0,0,,,,120206887841200517,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",120206887841140517,"المنشور: ‏""‏🌙🌙رمضان كريم ياباشمهندسين 👷👷خلينا فاكريين شهر...‏""‏",120206887841160517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,9.1,2024-03-25,-,-,-,457,19.912473,,,,,2,0.437637,4.55,,,,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,22.505,"Using campaign budget",0,90.02,2024-03-25,-,-,-,4386,20.524396,12,,7.501667,0.273598,64,1.459188,1.406563,,,4,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,22.505
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.16,2024-03-25,-,-,-,14,11.428571,,,,,0,0,0,,,,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,10.58,"Using campaign budget",0,10.58,2024-03-25,-,-,-,237,44.64135,2,,5.29,0.843882,6,2.531646,1.763333,,,1,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,10.58
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,0,0,9.95083333,"Using campaign budget",0,119.41,2024-03-25,-,-,-,3056,39.073953,20,,5.9705,0.65445,85,2.781414,1.404824,,,12,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,9.950833
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.04,2024-03-25,-,-,-,2,20,,,,,0,0,0,,,,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",35-44,female,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,1.72,"Using campaign budget",0,1.72,2024-03-25,-,-,-,41,41.95122,1,,1.72,2.439024,3,7.317073,0.573333,,,1,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,1.72
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",35-44,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,18.7,2024-03-25,-,-,-,524,35.687023,,,,,12,2.290076,1.558333,,,,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.27,2024-03-25,-,-,-,7,38.571429,,,,,0,0,0,,,,120207066441040517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440900517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207066440990517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",7,actions:link_click,0,0,2.48,"Using campaign budget",0,17.36,2024-03-30,-,-,-,2160,8.037037,7,,2.48,0.324074,16,0.740741,1.085,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",13,actions:link_click,0,0,1.59230769,"Using campaign budget",0,20.7,2024-03-30,-,-,-,2695,7.680891,13,,1.592308,0.482375,31,1.150278,0.667742,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.31,2024-03-30,-,-,-,41,7.560976,,,,,0,0,0,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",14,actions:link_click,0,0,1.96785714,"Using campaign budget",0,27.55,2024-03-30,-,-,-,2886,9.546085,14,,1.967857,0.4851,28,0.970201,0.983929,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",9,actions:link_click,0,0,2.26888889,"Using campaign budget",0,20.42,2024-03-30,-,-,-,2872,7.110028,9,,2.268889,0.31337,29,1.009749,0.704138,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.13,2024-03-30,-,-,-,15,8.666667,,,,,0,0,0,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",35-44,female,not_delivering,"7-day click or 1-day view",9,actions:link_click,0,0,1.83555556,"Using campaign budget",0,16.52,2024-03-30,-,-,-,1903,8.68103,9,,1.835556,0.472937,18,0.945875,0.917778,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",35-44,male,not_delivering,"7-day click or 1-day view",4,actions:link_click,0,0,4.18,"Using campaign budget",0,16.72,2024-03-30,-,-,-,2577,6.488165,4,,4.18,0.155219,20,0.776096,0.836,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.1,2024-03-30,-,-,-,35,2.857143,,,,,0,0,0,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.01,2024-03-30,-,-,-,136,7.426471,,,,,0,0,0,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",45-54,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.22,2024-03-30,-,-,-,205,5.95122,,,,,0,0,0,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",45-54,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0,2024-03-30,-,-,-,4,0,,,,,0,0,0,,,,120207264903390517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264902580517,"Post: ‎""‎قوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207264903320517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Traffic,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,0,0,10.444,"Using campaign budget",0,52.22,2024-03-31,-,-,-,899,58.086763,16,,3.26375,1.779755,29,3.225806,1.80069,,,5,120207350488470517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488270517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,10.444
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,0,0,11.30916667,"Using campaign budget",0,135.71,2024-03-31,-,-,-,3186,42.595731,68,,1.995735,2.134338,101,3.170119,1.343663,,,12,120207350488470517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488270517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,11.309167
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.19,2024-03-31,-,-,-,6,31.666667,1,,0.19,16.666667,1,16.666667,0.19,,,,120207350488470517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488270517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,7.555,"Using campaign budget",0,15.11,2024-03-31,-,-,-,252,59.960317,5,,3.022,1.984127,11,4.365079,1.373636,,,2,120207350488470517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488270517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,7.555
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,0,0,5.66333333,"Using campaign budget",0,67.96,2024-03-31,-,-,-,1271,53.469709,22,,3.089091,1.730921,44,3.461841,1.544545,,,12,120207350488470517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488270517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,5.663333
"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.03,2024-03-31,-,-,-,1,30,,,,,0,0,0,,,,120207350488470517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488220517,"Post: ‎""‎اقوي دبلومة ديكور معانا بخصم 30% وخصومات خاصة...‎""‎",120207350488270517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,9,2024-03-31,-,-,-,347,25.936599,1,,9,0.288184,3,0.864553,3,,,,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,42.77,"Using campaign budget",0,85.54,2024-03-31,-,-,-,4995,17.125125,14,,6.11,0.28028,69,1.381381,1.23971,,,2,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,42.77
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.78,2024-03-31,-,-,-,17,45.882353,,,,,0,0,0,,,,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,9.24,"Using campaign budget",0,18.48,2024-03-31,-,-,-,241,76.680498,3,,6.16,1.244813,9,3.73444,2.053333,,,2,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,9.24
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",7,actions:onsite_conversion.messaging_conversation_started_7d,0,0,18.16,"Using campaign budget",0,127.12,2024-03-31,-,-,-,4427,28.714705,16,,7.945,0.361419,92,2.078157,1.381739,,,7,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,18.16
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.05,2024-03-31,-,-,-,2,25,,,,,0,0,0,,,,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,2.38,2024-03-31,-,-,-,79,30.126582,1,,2.38,1.265823,2,2.531646,1.19,,,,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",35-44,male,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,12.12,"Using campaign budget",0,24.24,2024-03-31,-,-,-,798,30.37594,7,,3.462857,0.877193,22,2.756892,1.101818,,,2,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,12.12
"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.09,2024-03-31,-,-,-,4,22.5,,,,,0,0,0,,,,120207350537830517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537710517,"Post: ‎""‎حجز لاقوي دبلومة ميكانيكا شاملة معتمدة من...‎""‎",120207350537780517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",18-24,female,inactive,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,0,0,8.014,"Using campaign budget",0,40.07,2024-05-28,-,-,-,1256,31.902866,9,,4.452222,0.716561,63,5.015924,0.636032,,,5,120209343963950517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963200517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963840517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,8.014
"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",18-24,male,inactive,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,0,0,24.436,"Using campaign budget",0,122.18,2024-05-28,-,-,-,5449,22.422463,18,,6.787778,0.330336,145,2.661039,0.842621,,,5,120209343963950517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963200517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963840517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,24.436
"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",18-24,unknown,inactive,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.27,2024-05-28,-,-,-,13,20.769231,,,,,0,0,0,,,,120209343963950517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963200517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963840517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",25-34,female,inactive,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,5.805,"Using campaign budget",0,11.61,2024-05-28,-,-,-,330,35.181818,1,,11.61,0.30303,10,3.030303,1.161,,,2,120209343963950517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963200517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963840517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,5.805
"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",25-34,male,inactive,"7-day click or 1-day view",7,actions:onsite_conversion.messaging_conversation_started_7d,0,0,9.56571429,"Using campaign budget",0,66.96,2024-05-28,-,-,-,2160,31,7,,9.565714,0.324074,52,2.407407,1.287692,,,7,120209343963950517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963200517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963840517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,9.565714
"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",25-34,unknown,inactive,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.12,2024-05-28,-,-,-,6,20,,,,,0,0,0,,,,120209343963950517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963200517,"Post: ‎""‎طلاب هندسة والسادة المهندسين يركزو في العرض ده مش...‎""‎",120209343963840517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,46.81,"Using campaign budget",0,46.81,2024-06-02,-,-,-,1961,23.870474,3,,15.603333,0.152983,68,3.467619,0.688382,,,1,120209506729960517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729590517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729650517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,46.81
"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",3,actions:onsite_conversion.messaging_conversation_started_7d,0,0,47.08333333,"Using campaign budget",0,141.25,2024-06-02,-,-,-,10229,13.808779,16,,8.828125,0.156418,348,3.402092,0.405891,,,3,120209506729960517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729590517,"Post: ‎""‎مطلوب مهندس حديث التخرج ... خبرة 10 سنين للعمل في...‎""‎",120209506729650517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,47.083333
